일시,지점명,지점,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),합계 일조시간(hr),월
2004-04-28,대구광역시,143.0,13.6,5.8,21.2,,12.2,4.0
2004-04-29,대구광역시,143.0,18.0,8.9,26.1,,11.9,4.0
2004-04-30,대구광역시,143.0,17.3,14.1,23.6,,3.1,4.0
2005-02-01,대구광역시,143.0,-6.3,-9.4,-2.7,,9.5,2.0
2005-02-02,대구광역시,143.0,-3.6,-8.2,0.7,,9.7,2.0
2005-02-03,대구광역시,143.0,-0.4,-4.0,4.7,,9.5,2.0
2005-02-04,대구광역시,143.0,2.7,-1.0,8.0,,8.3,2.0
2005-02-05,대구광역시,143.0,2.6,-0.9,8.3,,8.2,2.0
2005-02-06,대구광역시,143.0,3.1,-4.2,10.0,,7.5,2.0
2005-02-07,대구광역시,143.0,5.6,0.5,9.7,,0.7,2.0
2005-02-08,대구광역시,143.0,5.9,1.7,10.0,0.4,5.1,2.0
2005-02-09,대구광역시,143.0,2.3,-0.7,6.8,0.2,0.8,2.0
2005-02-10,대구광역시,143.0,-0.8,-4.0,4.2,,6.8,2.0
2005-02-11,대구광역시,143.0,-2.3,-6.6,2.9,,9.8,2.0
2005-02-12,대구광역시,143.0,-1.3,-5.0,3.2,,2.0,2.0
2005-02-13,대구광역시,143.0,0.9,-3.8,6.8,,10.0,2.0
2005-02-14,대구광역시,143.0,2.7,-3.2,7.1,,3.0,2.0
2005-02-15,대구광역시,143.0,5.6,2.9,8.9,8.0,0.0,2.0
2005-02-16,대구광역시,143.0,5.7,4.6,6.7,5.5,0.0,2.0
2005-02-17,대구광역시,143.0,6.5,4.4,10.2,0.0,1.9,2.0
2005-02-18,대구광역시,143.0,3.8,2.4,5.8,2.5,0.0,2.0
2005-02-19,대구광역시,143.0,1.8,-4.4,7.2,,3.3,2.0
2005-02-20,대구광역시,143.0,-3.7,-7.6,1.1,,10.2,2.0
2005-02-21,대구광역시,143.0,-3.0,-7.1,1.6,,10.5,2.0
2005-02-22,대구광역시,143.0,1.6,-6.8,8.8,0.0,3.0,2.0
2005-02-23,대구광역시,143.0,4.4,1.1,8.8,,8.5,2.0
2005-02-24,대구광역시,143.0,2.3,0.2,5.8,,2.0,2.0
2005-02-25,대구광역시,143.0,0.0,-3.3,3.9,,10.0,2.0
2005-02-26,대구광역시,143.0,-1.8,-6.1,3.5,,10.8,2.0
2005-02-27,대구광역시,143.0,0.8,-4.5,6.7,,9.4,2.0
2005-02-28,대구광역시,143.0,3.3,-1.0,9.0,,8.8,2.0
2005-03-01,대구광역시,143.0,3.6,-1.3,8.7,,10.6,3.0
2005-03-02,대구광역시,143.0,3.5,0.9,7.4,,1.0,3.0
2005-03-03,대구광역시,143.0,2.1,-0.8,6.9,,9.4,3.0
2005-03-04,대구광역시,143.0,2.3,-2.6,8.0,,9.5,3.0
2005-03-05,대구광역시,143.0,1.1,-2.5,6.5,3.7,5.4,3.0
2005-03-06,대구광역시,143.0,3.3,-2.3,9.7,0.1,10.8,3.0
2005-03-07,대구광역시,143.0,7.6,-0.5,15.6,,10.5,3.0
2005-03-08,대구광역시,143.0,11.2,3.1,18.6,,9.7,3.0
2005-03-09,대구광역시,143.0,11.2,4.5,18.0,,8.2,3.0
2005-03-10,대구광역시,143.0,14.8,8.7,21.6,,8.4,3.0
2005-03-11,대구광역시,143.0,5.5,-1.6,12.4,5.5,0.9,3.0
2005-03-12,대구광역시,143.0,-0.9,-4.1,3.7,,11.1,3.0
2005-03-13,대구광역시,143.0,0.2,-4.1,5.4,,10.4,3.0
2005-03-14,대구광역시,143.0,4.8,-1.0,11.0,,11.0,3.0
2005-03-15,대구광역시,143.0,6.3,1.9,11.7,0.4,3.8,3.0
2005-03-16,대구광역시,143.0,9.0,2.5,15.9,0.5,6.2,3.0
2005-03-17,대구광역시,143.0,8.4,5.6,12.6,25.0,2.6,3.0
2005-03-18,대구광역시,143.0,7.0,3.6,11.8,0.0,11.1,3.0
2005-03-19,대구광역시,143.0,7.7,1.2,14.6,,9.8,3.0
2005-03-20,대구광역시,143.0,9.6,5.9,14.7,,9.8,3.0
2005-03-21,대구광역시,143.0,10.6,3.0,17.9,0.4,8.2,3.0
2005-03-22,대구광역시,143.0,8.6,6.0,13.0,27.0,3.9,3.0
2005-03-23,대구광역시,143.0,9.8,6.3,14.4,,2.3,3.0
2005-03-24,대구광역시,143.0,4.5,1.4,8.8,0.5,5.4,3.0
2005-03-25,대구광역시,143.0,5.9,-0.2,12.1,,11.4,3.0
2005-03-26,대구광역시,143.0,10.8,2.8,18.4,,9.3,3.0
2005-03-27,대구광역시,143.0,9.9,5.6,13.2,4.0,2.2,3.0
2005-03-28,대구광역시,143.0,12.9,7.4,21.0,,8.1,3.0
2005-03-29,대구광역시,143.0,8.1,4.1,13.5,,11.5,3.0
2005-03-30,대구광역시,143.0,10.2,2.7,18.3,,11.3,3.0
2005-03-31,대구광역시,143.0,12.7,5.1,19.2,,11.0,3.0
2005-04-01,대구광역시,143.0,13.3,6.3,20.5,,8.9,4.0
2005-04-02,대구광역시,143.0,14.1,7.5,20.9,,6.6,4.0
2005-04-03,대구광역시,143.0,8.5,4.0,13.6,1.5,1.4,4.0
2005-04-04,대구광역시,143.0,10.8,1.6,19.9,,11.0,4.0
2005-04-05,대구광역시,143.0,16.4,7.7,26.0,,10.9,4.0
2005-04-06,대구광역시,143.0,15.3,9.2,19.6,0.3,0.0,4.0
2005-04-07,대구광역시,143.0,20.7,12.0,28.6,,9.3,4.0
2005-04-08,대구광역시,143.0,17.0,11.9,22.7,,9.1,4.0
2005-04-09,대구광역시,143.0,13.7,10.4,16.1,0.0,0.1,4.0
2005-04-10,대구광역시,143.0,14.2,9.8,17.9,28.5,0.2,4.0
2005-04-11,대구광역시,143.0,10.8,7.3,15.1,,4.7,4.0
2005-04-12,대구광역시,143.0,11.5,6.7,17.0,,0.5,4.0
2005-04-13,대구광역시,143.0,13.7,8.7,19.6,,10.9,4.0
2005-04-14,대구광역시,143.0,14.9,6.9,22.5,,11.5,4.0
2005-04-15,대구광역시,143.0,14.0,9.4,20.0,,11.8,4.0
2005-04-16,대구광역시,143.0,15.5,8.0,23.1,,11.7,4.0
2005-04-17,대구광역시,143.0,17.5,8.5,25.3,,8.5,4.0
2005-04-18,대구광역시,143.0,19.1,13.8,26.1,,6.6,4.0
2005-04-19,대구광역시,143.0,17.2,11.2,25.5,8.0,5.0,4.0
2005-04-20,대구광역시,143.0,15.7,12.9,19.6,6.5,10.7,4.0
2005-04-21,대구광역시,143.0,14.1,9.7,19.9,,11.3,4.0
2005-04-22,대구광역시,143.0,15.0,7.6,21.3,,11.6,4.0
2005-04-23,대구광역시,143.0,14.4,8.0,21.1,,11.9,4.0
2005-04-24,대구광역시,143.0,15.3,7.1,22.4,,8.7,4.0
2005-04-25,대구광역시,143.0,17.2,12.0,22.8,,8.1,4.0
2005-04-26,대구광역시,143.0,18.7,12.8,24.7,,12.0,4.0
2005-04-27,대구광역시,143.0,20.1,11.7,28.6,,11.3,4.0
2005-04-28,대구광역시,143.0,23.9,15.7,31.5,,11.0,4.0
2005-04-29,대구광역시,143.0,22.9,19.0,28.8,,6.8,4.0
2005-04-30,대구광역시,143.0,23.0,17.7,29.7,,5.6,4.0
2006-02-01,대구광역시,143.0,4.4,1.1,8.1,8.0,4.4,2.0
2006-02-02,대구광역시,143.0,2.2,-0.9,7.0,,6.1,2.0
2006-02-03,대구광역시,143.0,-4.7,-8.8,1.0,,10.0,2.0
2006-02-04,대구광역시,143.0,-5.1,-10.1,0.6,,9.9,2.0
2006-02-05,대구광역시,143.0,-1.5,-6.4,3.1,,6.8,2.0
2006-02-06,대구광역시,143.0,0.3,-3.0,2.3,1.3,0.3,2.0
2006-02-07,대구광역시,143.0,2.2,0.2,5.6,3.0,2.4,2.0
2006-02-08,대구광역시,143.0,-2.6,-5.4,0.5,0.0,8.4,2.0
2006-02-09,대구광역시,143.0,-2.3,-6.8,2.5,,10.1,2.0
2006-02-10,대구광역시,143.0,1.3,-4.5,7.5,,4.4,2.0
2006-02-11,대구광역시,143.0,2.8,-1.9,7.8,,4.3,2.0
2006-02-12,대구광역시,143.0,1.9,-2.6,6.7,,10.4,2.0
2006-02-13,대구광역시,143.0,5.9,-1.9,15.0,,10.2,2.0
2006-02-14,대구광역시,143.0,11.1,5.7,17.5,3.5,4.2,2.0
2006-02-15,대구광역시,143.0,5.8,4.0,9.1,4.5,0.0,2.0
2006-02-16,대구광역시,143.0,5.4,2.0,9.7,0.5,0.3,2.0
2006-02-17,대구광역시,143.0,-1.0,-3.7,2.7,,9.5,2.0
2006-02-18,대구광역시,143.0,1.8,-3.1,7.2,,7.9,2.0
2006-02-19,대구광역시,143.0,4.8,0.3,10.9,,5.4,2.0
2006-02-20,대구광역시,143.0,7.3,1.3,14.2,,9.7,2.0
2006-02-21,대구광역시,143.0,8.6,0.6,16.3,,9.4,2.0
2006-02-22,대구광역시,143.0,6.8,4.5,9.2,0.5,1.2,2.0
2006-02-23,대구광역시,143.0,5.9,0.3,11.9,,10.1,2.0
2006-02-24,대구광역시,143.0,6.6,3.0,12.6,,10.0,2.0
2006-02-25,대구광역시,143.0,6.0,0.0,11.4,3.0,0.8,2.0
2006-02-26,대구광역시,143.0,6.5,0.3,11.3,0.5,9.6,2.0
2006-02-27,대구광역시,143.0,3.0,-2.0,8.4,,8.0,2.0
2006-02-28,대구광역시,143.0,3.5,2.1,5.9,0.4,0.0,2.0
2006-03-01,대구광역시,143.0,2.6,1.0,5.4,1.5,3.5,3.0
2006-03-02,대구광역시,143.0,1.7,0.1,5.6,,6.5,3.0
2006-03-03,대구광역시,143.0,2.8,-1.5,7.8,,10.8,3.0
2006-03-04,대구광역시,143.0,5.9,-1.1,12.9,,9.9,3.0
2006-03-05,대구광역시,143.0,11.7,6.3,17.6,,4.7,3.0
2006-03-06,대구광역시,143.0,10.0,6.9,17.0,,4.4,3.0
2006-03-07,대구광역시,143.0,11.7,6.1,17.8,,6.8,3.0
2006-03-08,대구광역시,143.0,11.3,5.4,18.9,,8.5,3.0
2006-03-09,대구광역시,143.0,9.9,6.9,14.0,,1.4,3.0
2006-03-10,대구광역시,143.0,12.0,3.7,20.2,,9.1,3.0
2006-03-11,대구광역시,143.0,11.8,8.5,17.9,,1.8,3.0
2006-03-12,대구광역시,143.0,1.3,-4.8,8.7,,7.5,3.0
2006-03-13,대구광역시,143.0,-0.4,-5.9,5.6,,8.1,3.0
2006-03-14,대구광역시,143.0,3.1,-1.3,7.8,0.0,10.1,3.0
2006-03-15,대구광역시,143.0,9.0,1.5,15.2,,9.1,3.0
2006-03-16,대구광역시,143.0,5.8,1.5,10.2,8.5,0.0,3.0
2006-03-17,대구광역시,143.0,10.8,2.0,19.6,,8.5,3.0
2006-03-18,대구광역시,143.0,10.4,8.4,12.5,0.5,0.9,3.0
2006-03-19,대구광역시,143.0,7.0,2.8,12.7,,10.9,3.0
2006-03-20,대구광역시,143.0,8.5,2.1,15.4,,8.7,3.0
2006-03-21,대구광역시,143.0,11.3,6.4,18.3,,8.8,3.0
2006-03-22,대구광역시,143.0,12.2,5.3,18.6,,8.4,3.0
2006-03-23,대구광역시,143.0,10.3,6.2,15.7,,9.2,3.0
2006-03-24,대구광역시,143.0,7.9,0.7,14.2,,10.6,3.0
2006-03-25,대구광역시,143.0,12.4,2.8,20.0,,9.2,3.0
2006-03-26,대구광역시,143.0,12.8,8.5,17.8,,10.0,3.0
2006-03-27,대구광역시,143.0,11.4,3.6,18.6,,9.8,3.0
2006-03-28,대구광역시,143.0,5.9,1.5,10.0,1.0,4.6,3.0
2006-03-29,대구광역시,143.0,7.0,0.5,12.3,,9.1,3.0
2006-03-30,대구광역시,143.0,7.8,4.1,12.8,,11.1,3.0
2006-03-31,대구광역시,143.0,9.3,0.0,17.4,,11.0,3.0
2006-04-01,대구광역시,143.0,11.6,7.3,15.2,4.0,0.0,4.0
2006-04-02,대구광역시,143.0,12.8,9.2,17.3,,7.6,4.0
2006-04-03,대구광역시,143.0,14.9,4.9,24.4,,9.6,4.0
2006-04-04,대구광역시,143.0,11.6,9.5,15.8,10.5,0.0,4.0
2006-04-05,대구광역시,143.0,11.6,8.6,19.1,0.2,7.5,4.0
2006-04-06,대구광역시,143.0,10.8,7.7,15.2,,0.5,4.0
2006-04-07,대구광역시,143.0,14.5,7.3,21.3,0.1,8.7,4.0
2006-04-08,대구광역시,143.0,14.6,10.5,20.4,,8.5,4.0
2006-04-09,대구광역시,143.0,14.4,9.7,20.3,5.0,5.2,4.0
2006-04-10,대구광역시,143.0,13.0,11.6,14.2,11.0,0.0,4.0
2006-04-11,대구광역시,143.0,13.4,12.2,14.7,15.5,0.0,4.0
2006-04-12,대구광역시,143.0,16.0,11.0,25.4,,10.1,4.0
2006-04-13,대구광역시,143.0,8.9,6.9,11.2,,0.0,4.0
2006-04-14,대구광역시,143.0,9.5,5.0,15.1,,10.5,4.0
2006-04-15,대구광역시,143.0,9.7,4.6,14.7,,2.3,4.0
2006-04-16,대구광역시,143.0,10.3,6.3,15.5,,11.7,4.0
2006-04-17,대구광역시,143.0,12.9,3.6,21.5,,7.9,4.0
2006-04-18,대구광역시,143.0,17.4,11.1,23.5,,5.6,4.0
2006-04-19,대구광역시,143.0,14.0,7.9,18.7,18.0,0.4,4.0
2006-04-20,대구광역시,143.0,9.3,5.6,14.3,0.0,7.5,4.0
2006-04-21,대구광역시,143.0,14.4,8.4,20.7,,11.7,4.0
2006-04-22,대구광역시,143.0,13.3,10.8,18.0,0.3,2.6,4.0
2006-04-23,대구광역시,143.0,14.0,8.9,24.1,,9.0,4.0
2006-04-24,대구광역시,143.0,13.8,7.6,20.3,,10.1,4.0
2006-04-25,대구광역시,143.0,15.6,9.4,21.7,,10.6,4.0
2006-04-26,대구광역시,143.0,14.0,12.1,17.1,0.2,0.1,4.0
2006-04-27,대구광역시,143.0,14.8,10.7,19.8,,6.7,4.0
2006-04-28,대구광역시,143.0,16.2,7.9,23.5,,10.7,4.0
2006-04-29,대구광역시,143.0,14.5,10.9,18.6,0.1,1.2,4.0
2006-04-30,대구광역시,143.0,21.3,11.3,30.1,,9.7,4.0
2007-02-01,대구광역시,143.0,-0.8,-3.9,2.7,,8.1,2.0
2007-02-02,대구광역시,143.0,-1.0,-5.1,3.6,,9.1,2.0
2007-02-03,대구광역시,143.0,3.2,-4.1,10.3,,8.5,2.0
2007-02-04,대구광역시,143.0,6.0,0.0,13.1,,8.8,2.0
2007-02-05,대구광역시,143.0,6.3,0.0,14.3,,7.2,2.0
2007-02-06,대구광역시,143.0,8.9,2.2,16.9,,5.6,2.0
2007-02-07,대구광역시,143.0,9.4,3.0,18.1,,7.4,2.0
2007-02-08,대구광역시,143.0,8.4,7.2,9.1,9.5,0.0,2.0
2007-02-09,대구광역시,143.0,8.0,5.7,10.8,,1.2,2.0
2007-02-10,대구광역시,143.0,5.8,2.2,11.3,0.0,5.1,2.0
2007-02-11,대구광역시,143.0,4.4,0.4,10.4,,8.8,2.0
2007-02-12,대구광역시,143.0,4.9,0.8,10.6,,8.6,2.0
2007-02-13,대구광역시,143.0,5.4,-0.5,11.1,14.0,2.8,2.0
2007-02-14,대구광역시,143.0,4.8,-0.3,9.2,3.0,6.0,2.0
2007-02-15,대구광역시,143.0,2.7,-1.9,7.9,,9.4,2.0
2007-02-16,대구광역시,143.0,5.0,-2.3,11.6,,8.7,2.0
2007-02-17,대구광역시,143.0,5.7,4.1,7.1,3.5,0.0,2.0
2007-02-18,대구광역시,143.0,7.0,2.2,13.4,,6.5,2.0
2007-02-19,대구광역시,143.0,8.2,3.0,14.2,,9.2,2.0
2007-02-20,대구광역시,143.0,8.3,2.1,15.5,,8.6,2.0
2007-02-21,대구광역시,143.0,8.6,1.3,16.8,,9.2,2.0
2007-02-22,대구광역시,143.0,8.1,1.4,15.1,,4.1,2.0
2007-02-23,대구광역시,143.0,8.4,4.3,13.6,,9.8,2.0
2007-02-24,대구광역시,143.0,5.4,0.0,10.3,,5.9,2.0
2007-02-25,대구광역시,143.0,7.1,4.1,11.6,,3.4,2.0
2007-02-26,대구광역시,143.0,7.6,1.2,14.0,,9.3,2.0
2007-02-27,대구광역시,143.0,9.0,1.8,16.3,,9.1,2.0
2007-02-28,대구광역시,143.0,8.2,4.4,13.2,,10.2,2.0
2007-03-01,대구광역시,143.0,8.2,0.1,15.1,,7.2,3.0
2007-03-02,대구광역시,143.0,9.3,7.1,11.4,6.0,0.2,3.0
2007-03-03,대구광역시,143.0,12.9,9.8,18.7,,2.9,3.0
2007-03-04,대구광역시,143.0,13.6,11.4,16.7,27.0,0.0,3.0
2007-03-05,대구광역시,143.0,4.7,-1.8,13.8,0.0,8.1,3.0
2007-03-06,대구광역시,143.0,-1.2,-4.4,2.7,,10.2,3.0
2007-03-07,대구광역시,143.0,0.4,-4.0,5.3,,10.4,3.0
2007-03-08,대구광역시,143.0,3.7,-0.6,9.0,0.0,9.7,3.0
2007-03-09,대구광역시,143.0,5.9,0.0,12.3,,8.8,3.0
2007-03-10,대구광역시,143.0,6.3,1.3,15.8,,6.6,3.0
2007-03-11,대구광역시,143.0,2.3,-2.5,7.6,,9.0,3.0
2007-03-12,대구광역시,143.0,6.0,1.2,11.5,,9.5,3.0
2007-03-13,대구광역시,143.0,7.4,2.7,12.8,,8.0,3.0
2007-03-14,대구광역시,143.0,8.8,3.2,14.5,,5.3,3.0
2007-03-15,대구광역시,143.0,9.0,5.3,14.3,,3.4,3.0
2007-03-16,대구광역시,143.0,8.8,6.8,13.1,,3.7,3.0
2007-03-17,대구광역시,143.0,5.7,3.9,7.9,2.0,0.7,3.0
2007-03-18,대구광역시,143.0,6.4,0.3,13.1,,9.0,3.0
2007-03-19,대구광역시,143.0,5.8,3.2,11.6,0.0,2.3,3.0
2007-03-20,대구광역시,143.0,7.9,2.5,12.8,,6.5,3.0
2007-03-21,대구광역시,143.0,10.1,3.2,15.6,,6.0,3.0
2007-03-22,대구광역시,143.0,11.7,4.3,18.3,,9.0,3.0
2007-03-23,대구광역시,143.0,14.2,5.9,21.5,,8.0,3.0
2007-03-24,대구광역시,143.0,13.0,10.1,16.8,4.0,0.0,3.0
2007-03-25,대구광역시,143.0,14.1,9.6,19.8,,10.0,3.0
2007-03-26,대구광역시,143.0,13.4,7.4,21.6,0.2,8.1,3.0
2007-03-27,대구광역시,143.0,14.4,10.5,21.2,,3.6,3.0
2007-03-28,대구광역시,143.0,14.9,7.0,22.7,0.5,5.7,3.0
2007-03-29,대구광역시,143.0,11.9,8.6,15.5,19.0,4.6,3.0
2007-03-30,대구광역시,143.0,12.5,8.1,17.8,0.0,5.4,3.0
2007-03-31,대구광역시,143.0,12.1,9.3,16.5,6.0,0.0,3.0
2007-04-01,대구광역시,143.0,12.2,9.5,15.8,,0.0,4.0
2007-04-02,대구광역시,143.0,9.9,5.5,14.6,,9.2,4.0
2007-04-03,대구광역시,143.0,7.8,3.5,12.8,,9.6,4.0
2007-04-04,대구광역시,143.0,8.8,5.3,13.5,,11.5,4.0
2007-04-05,대구광역시,143.0,10.3,2.2,17.3,,9.9,4.0
2007-04-06,대구광역시,143.0,13.3,6.1,19.5,,8.3,4.0
2007-04-07,대구광역시,143.0,13.9,9.0,19.6,,11.0,4.0
2007-04-08,대구광역시,143.0,12.8,6.9,17.7,0.0,4.9,4.0
2007-04-09,대구광역시,143.0,13.1,5.5,19.7,,10.3,4.0
2007-04-10,대구광역시,143.0,13.8,5.9,21.6,,10.7,4.0
2007-04-11,대구광역시,143.0,14.7,10.5,21.2,,8.5,4.0
2007-04-12,대구광역시,143.0,16.0,9.5,22.7,,5.7,4.0
2007-04-13,대구광역시,143.0,15.2,11.3,23.2,9.0,7.5,4.0
2007-04-14,대구광역시,143.0,15.0,7.8,22.1,,11.0,4.0
2007-04-15,대구광역시,143.0,12.9,8.8,19.2,2.5,5.3,4.0
2007-04-16,대구광역시,143.0,8.1,5.8,9.3,11.0,0.0,4.0
2007-04-17,대구광역시,143.0,10.0,5.4,16.1,,5.8,4.0
2007-04-18,대구광역시,143.0,11.8,8.5,17.5,,7.8,4.0
2007-04-19,대구광역시,143.0,14.5,6.4,21.7,,10.3,4.0
2007-04-20,대구광역시,143.0,16.8,9.8,20.3,,3.9,4.0
2007-04-21,대구광역시,143.0,20.3,15.5,24.5,,4.6,4.0
2007-04-22,대구광역시,143.0,17.4,12.0,21.2,0.2,0.0,4.0
2007-04-23,대구광역시,143.0,14.2,9.0,20.5,,10.0,4.0
2007-04-24,대구광역시,143.0,14.6,8.6,19.8,,2.3,4.0
2007-04-25,대구광역시,143.0,17.0,12.1,23.0,,11.0,4.0
2007-04-26,대구광역시,143.0,17.5,11.3,25.3,,10.6,4.0
2007-04-27,대구광역시,143.0,16.8,9.6,23.7,,2.2,4.0
2007-04-28,대구광역시,143.0,18.3,11.6,24.3,,11.1,4.0
2007-04-29,대구광역시,143.0,20.4,12.6,27.6,,10.9,4.0
2007-04-30,대구광역시,143.0,17.7,12.0,22.2,2.0,1.8,4.0
2008-02-01,대구광역시,143.0,0.2,-4.9,6.1,,8.9,2.0
2008-02-02,대구광역시,143.0,0.7,-1.9,5.7,,2.4,2.0
2008-02-03,대구광역시,143.0,1.5,-3.1,6.7,,5.0,2.0
2008-02-04,대구광역시,143.0,0.8,-2.2,6.0,,9.6,2.0
2008-02-05,대구광역시,143.0,-0.4,-4.4,3.9,,2.5,2.0
2008-02-06,대구광역시,143.0,0.2,-2.5,4.8,,9.0,2.0
2008-02-07,대구광역시,143.0,-0.4,-4.8,5.0,,10.0,2.0
2008-02-08,대구광역시,143.0,0.2,-4.2,5.3,,8.9,2.0
2008-02-09,대구광역시,143.0,0.0,-1.9,3.2,,5.5,2.0
2008-02-10,대구광역시,143.0,2.2,-5.0,9.4,,9.2,2.0
2008-02-11,대구광역시,143.0,3.0,0.2,6.8,,2.0,2.0
2008-02-12,대구광역시,143.0,-2.2,-5.9,1.7,,7.9,2.0
2008-02-13,대구광역시,143.0,-3.5,-8.5,2.1,,10.0,2.0
2008-02-14,대구광역시,143.0,0.6,-3.8,5.5,,9.9,2.0
2008-02-15,대구광역시,143.0,0.5,-3.3,4.8,,9.6,2.0
2008-02-16,대구광역시,143.0,-0.8,-5.0,4.3,,10.1,2.0
2008-02-17,대구광역시,143.0,0.0,-3.7,5.3,,10.3,2.0
2008-02-18,대구광역시,143.0,0.6,-6.7,7.4,,9.4,2.0
2008-02-19,대구광역시,143.0,2.9,-1.8,8.1,,10.1,2.0
2008-02-20,대구광역시,143.0,4.9,-0.9,11.0,,9.6,2.0
2008-02-21,대구광역시,143.0,5.0,-2.7,12.1,,9.2,2.0
2008-02-22,대구광역시,143.0,6.5,-1.4,14.3,,8.7,2.0
2008-02-23,대구광역시,143.0,1.6,-2.3,8.9,0.0,9.7,2.0
2008-02-24,대구광역시,143.0,1.0,-4.3,6.5,,10.4,2.0
2008-02-25,대구광역시,143.0,1.4,-4.2,6.7,0.5,3.2,2.0
2008-02-26,대구광역시,143.0,1.7,0.2,4.1,4.5,1.8,2.0
2008-02-27,대구광역시,143.0,3.6,-1.6,9.5,,10.5,2.0
2008-02-28,대구광역시,143.0,5.5,-1.1,12.2,,10.0,2.0
2008-02-29,대구광역시,143.0,7.3,-0.2,14.6,,6.5,2.0
2008-03-01,대구광역시,143.0,6.5,1.6,12.3,,10.6,3.0
2008-03-02,대구광역시,143.0,7.4,0.9,14.0,,3.6,3.0
2008-03-03,대구광역시,143.0,6.5,3.5,10.0,,2.5,3.0
2008-03-04,대구광역시,143.0,2.7,-0.6,7.2,1.0,3.2,3.0
2008-03-05,대구광역시,143.0,4.7,-2.0,11.0,,10.4,3.0
2008-03-06,대구광역시,143.0,5.6,-1.2,12.2,,8.9,3.0
2008-03-07,대구광역시,143.0,6.4,2.1,11.5,,10.1,3.0
2008-03-08,대구광역시,143.0,7.2,-0.9,14.3,,9.6,3.0
2008-03-09,대구광역시,143.0,9.5,3.6,16.3,,7.8,3.0
2008-03-10,대구광역시,143.0,10.3,4.7,17.5,,10.3,3.0
2008-03-11,대구광역시,143.0,12.1,4.5,19.1,,8.4,3.0
2008-03-12,대구광역시,143.0,12.0,5.9,18.7,,7.4,3.0
2008-03-13,대구광역시,143.0,10.9,5.9,16.5,0.5,0.3,3.0
2008-03-14,대구광역시,143.0,10.5,7.1,16.3,0.5,8.0,3.0
2008-03-15,대구광역시,143.0,11.7,4.5,18.9,,9.6,3.0
2008-03-16,대구광역시,143.0,11.7,8.3,17.1,,9.1,3.0
2008-03-17,대구광역시,143.0,11.5,2.8,19.5,,10.4,3.0
2008-03-18,대구광역시,143.0,11.9,5.5,17.8,,1.9,3.0
2008-03-19,대구광역시,143.0,10.8,6.1,15.0,0.0,0.0,3.0
2008-03-20,대구광역시,143.0,8.3,1.3,16.3,,11.2,3.0
2008-03-21,대구광역시,143.0,9.6,1.0,17.9,,9.9,3.0
2008-03-22,대구광역시,143.0,11.4,4.5,17.5,0.4,5.0,3.0
2008-03-23,대구광역시,143.0,10.2,9.1,11.4,11.5,0.0,3.0
2008-03-24,대구광역시,143.0,12.4,6.9,18.7,0.0,10.7,3.0
2008-03-25,대구광역시,143.0,9.6,5.9,15.2,,10.1,3.0
2008-03-26,대구광역시,143.0,8.3,4.4,12.6,,7.7,3.0
2008-03-27,대구광역시,143.0,8.0,3.4,13.5,0.4,2.2,3.0
2008-03-28,대구광역시,143.0,9.0,3.6,15.0,,10.7,3.0
2008-03-29,대구광역시,143.0,8.9,6.5,12.9,3.5,0.4,3.0
2008-03-30,대구광역시,143.0,7.9,5.0,10.8,6.0,0.0,3.0
2008-03-31,대구광역시,143.0,8.6,5.7,12.1,,1.3,3.0
2008-04-01,대구광역시,143.0,10.9,3.4,17.2,,8.9,4.0
2008-04-02,대구광역시,143.0,12.3,7.7,17.7,,5.9,4.0
2008-04-03,대구광역시,143.0,12.9,6.6,19.7,,11.6,4.0
2008-04-04,대구광역시,143.0,14.0,8.2,20.7,,11.0,4.0
2008-04-05,대구광역시,143.0,15.7,8.5,23.5,,10.1,4.0
2008-04-06,대구광역시,143.0,15.7,8.1,24.0,3.5,10.2,4.0
2008-04-07,대구광역시,143.0,13.3,10.2,19.7,3.5,4.3,4.0
2008-04-08,대구광역시,143.0,14.3,7.4,21.8,,10.6,4.0
2008-04-09,대구광역시,143.0,11.5,10.0,13.2,15.5,0.0,4.0
2008-04-10,대구광역시,143.0,11.7,9.4,16.0,13.5,0.5,4.0
2008-04-11,대구광역시,143.0,13.9,6.0,23.4,,10.0,4.0
2008-04-12,대구광역시,143.0,11.7,9.6,13.9,,0.7,4.0
2008-04-13,대구광역시,143.0,13.7,10.2,19.4,,3.1,4.0
2008-04-14,대구광역시,143.0,15.4,7.8,22.8,,11.1,4.0
2008-04-15,대구광역시,143.0,18.1,9.9,25.6,,11.0,4.0
2008-04-16,대구광역시,143.0,15.9,13.8,19.0,1.0,0.0,4.0
2008-04-17,대구광역시,143.0,14.6,12.9,16.2,9.5,0.0,4.0
2008-04-18,대구광역시,143.0,17.9,12.0,26.1,,11.5,4.0
2008-04-19,대구광역시,143.0,16.0,9.8,23.3,,10.0,4.0
2008-04-20,대구광역시,143.0,15.7,8.8,21.8,,8.4,4.0
2008-04-21,대구광역시,143.0,16.2,11.4,21.7,,2.3,4.0
2008-04-22,대구광역시,143.0,19.8,13.8,26.9,0.0,4.3,4.0
2008-04-23,대구광역시,143.0,13.9,9.1,19.8,7.5,1.3,4.0
2008-04-24,대구광역시,143.0,12.0,6.8,18.2,,11.8,4.0
2008-04-25,대구광역시,143.0,14.4,5.6,22.5,,10.8,4.0
2008-04-26,대구광역시,143.0,13.1,11.0,15.7,0.5,2.9,4.0
